Reference ID,,PMID,Journal_Name,Year,Volume,Issue,First_Page,Author,Title
373,,30144697,European journal of medicinal chemistry,2018,157,0,791-804,"K L Iresha Sampathi Perera, Alicia M Hanson, Sergey Lindeman, Andrea Imhoff, Xingyun Lu, Daniel S Sem, William A Donaldson",Synthesis and evaluation of 4-cycloheptylphenols as selective Estrogen receptor-β agonists (SERBAs).
374,,30189396,European journal of medicinal chemistry,2018,157,0,1143-1152,"Yohei Saito, Atsushi Mizokami, Hiroyuki Tsurimoto, Kouji Izumi, Masuo Goto, Kyoko Nakagawa-Goto","5'-Chloro-2,2'-dihydroxychalcone and related flavanoids as treatments for prostate cancer."
375,,30193215,European journal of medicinal chemistry,2018,157,0,1164-1173,"Kush Dalal, Helene Morin, Fuqiang Ban, Ashley Shepherd, Michael Fernandez, Kevin J Tam, Huifang Li, Eric LeBlanc, Nathan Lack, Helge Prinz, Paul S Rennie, Artem Cherkasov",Small molecule-induced degradation of the full length and V7 truncated variant forms of human androgen receptor.
376,,30228001,Bioorganic & medicinal chemistry,2018,26,18,5118-5127,"Yuko Kazui, Shinya Fujii, Ayumi Yamada, Mari Ishigami-Yuasa, Hiroyuki Kagechika, Aya Tanatani",Structure-activity relationship of novel (benzoylaminophenoxy)phenol derivatives as anti-prostate cancer agents.
377,,Bioorg Med Chem Lett (2018) 28:533-536,Biorganic & Medicinal Chemistry Letter,2018,28,,533-536,Bharat Lagu; Arthur F.Kluge; Matthew M.Goddeeris; EffieTozzo; Ross A.Fredenburg; Shekar Chellur; Ramesh S.Senaiar; Mahaboobi Jaleel; D. Ravi Krishna Babu; Nirbhay K.Tiwari; TaisukeTakahashi; Michael A.Patane,Highly selective peroxisome proliferator-activated receptor ? (PPAR?) modulator demonstrates improved safety profile compared to GW501516
378,,Bioorg. Med. Chem. Lett. (1997) 7:1483-1488,Biorganic & Medicinal Chemistry Letter,1997,7,,1483-1488,Hiroyuki Miyachi; Akihiko Azuma; Takuya Kitamoto; Kozue Hayashi; Shigeaki Kato; Masafumi Koga; Bunzo Sato; Yuichi Hashimoto,Potent novel nonsteroidal androgen antagonists with a phthalimide skeleton
379,,DrugMatrix,,,,,,,
380,,IUPHAR,,,,,,,
381,,MedChemComm (2013) 4:187-192,MedChemComm,2013,4,,187-192,Marta Dominguez Seoane; Katja Petkau-Milroy; Belen Vaz; Sabine M�cklinghoff; Simon Folkertsma; Lech-Gustav Milroy; Luc Brunsveld ,Structure�activity relationship studies of miniproteins targeting the androgen receptor�coactivator interaction
382,,MedChemComm (2013) 4:582-589,MedChemComm,2013,4,,582-589,"Edward J. Kilbourne, Thomas Kenney, Susan Chippari, Christopher McNally, Yihe Wang, Ho-Sun Lam, Karthick Vishwanathan, Sunil Nagpal, Catherine C. Thompson, Eugene L. Piatnitski Chekler",Probing androgen receptor co-factor selectivity profiles: a chemical tool to determine cross-talk between androgen receptor and ?-catenin in vivo
383,,MedChemComm (2014) 5:904-914,MedChemComm,2014,5,,904-914,"Patrizia Ferraboschi, Laura Legnani, Giuseppe Celasco, Luigi Moro, Laura Ragonesi; Diego Colombo",A full conformational characterization of antiandrogen cortexolone-17?-propionate and related compounds through theoretical calculations and nuclear magnetic resonance spectroscopy
384,,MedChemComm (2016) 7:2111-2121,MedChemComm,2016,7,,2111-2121,"Sonal Gupta, Deepti Pandey, Dhanaraju Mandalapu, Veenu Bala,�Vikas Sharma, Mahendra Shukla, Santosh K. Yadav, Nidhi Singh, Swati Jaiswal, Jagdamba P. Maikhuri, Jawahar Lal, Mohammad I. Siddiqi, Gopal Gupta; Vishnu L. Sharma","Design, synthesis and biological profiling of aryl piperazine based scaffolds for the management of androgen sensitive prostatic disorders"
385,,MedChemComm (2017) 8:239-246,MedChemComm,2017,8,,239-246,"Takashi Misawa, Takuma Fujisato, Yasunari Kanda, Nobumichi Ohoka, Takuji Shoda, Momoko Yorioka, Makoto Makishima, Yuko Sekino, Mikihiko Naito, Yosuke Demizu, Masaaki Kurihara",Design and synthesis of novel selective estrogen receptor degradation inducers based on the diphenylheptane skeleton
386,,MedChemComm (2018) 9:969-981,MedChemComm,2018,9,,969-981,"Marina P. Savi?, Jovana J. Ajdukovi?, Jovana J. Plav�a, Sofija S. Beki?, Andjelka S. ?eli?,�Olivera R. Klisuri?, Dimitar S. Jakimov, Edward T. Petri,� Evgenija A. Djurendi?",Evaluation of A-ring fused pyridine d-modified androstane derivatives for antiproliferative and aldo�keto reductase 1C3 inhibitory activity
387,,Tox21,,,,,,,
388,,US10053433,,2018,,,,,Androgen receptor antagonists
389,,US10300067,,2020,,,,,Tetrahydropyridopyrimidine compound or salt thereof
390,,US10544110,,2020,,,,,Small molecule inhibitors of the nuclear translocation of androgen receptor for the treatment of castration-resistant prostate cancer
391,,US-20070123563-A1,,2007,,,,,Selective androgen receptor modulators and method of use thereof
392,,US8629167,,2014,,,,,Selective androgen receptor modulators
393,,US8937058,,2015,,,,,"17-hydroxy-19-nor-21-carboxylic acid-steroid ?-lactone derivative, use thereof, and medicament containing the derivative"
394,,US8957057,,2015,,,,,Use of azaphilone compounds for the modulation of the activity of a nuclear hormone recepto
395,,US8987239,,2015,,,,,"19-nor-steroid derivatives with a 15?,16?-methylene group and a saturated 17,17-spirolactone ring, use thereof, and medicaments containing said derivatives"
396,,US8987319,,2015,,,,,Selective androgen receptor modulators
397,,US9034856,,2015,,,,,"17-(1?propenyl)-17-3?-oxidoestra-4-en-3-one derivative, use thereof, and medicament containing said derivative"
398,,US9126941,,2016,,,,,Treatment of hyperproliferative disorders with diarylhydantoin compounds
399,,US9133182,,2016,,,,,Selective androgen receptor modulators
400,,US9428460,,2017,,,,,"N-[4-(quinolin-4-yloxy)cyclohexyl(methyl)](hetero)arylcarboxamides as androgen receptor antagonists, production and use thereof as medicinal products"
401,,US9682960,,2018,,,,,Non-steroidal antiandrogens and selective androgen receptor modulators with a pyridyl moiety
402,,US9732044,,2019,,,,,N-(pyrid-4-yl)amides and N-(pyrimidin-4-yl)amides and their pharmaceutical and cosmetic use
403,,US9809583,,2019,,,,,Oxazolidine-based compound and selective androgen receptor agonist comprising same
404,,Abbott Labs,,,,,,,
405,,20143881,Chemical Research in Toxicology,2010,23,3,578-90,"Matthew T Martin,�David J Dix,�Richard S Judson,�Robert J Kavlock,�David M Reif,�Ann M Richard,�Daniel M Rotroff,�Sergei Romanov,�Alexander Medvedev,�Natalia Poltoratskaya,�Maria Gambarian,�Matt Moeser,�Sergei S Makarov,�Keith A Houck",Impact of environmental chemicals on key transcription regulators and correlation to toxicity end points within EPA's ToxCast program
406,,18691642,Toxicological Letters,2008,181,2,126-31,"P C Hartig,�M C Cardon,�C R Blystone,�L E Gray Jr,�V S Wilson",High throughput adjustable 96-well plate assay for androgen receptor binding: a practical approach for EDC screening using the chimpanzee AR
407,,23611293|21251949,Chem. Res. Toxicol. || Toxicology,2013 || 2011,26 || 282,6 || ,878-895 || 1-15,"Nisha S Sipes,�Matthew T Martin,�Parth Kothiya,�David M Reif,�Richard S Judson,�Ann M Richard,�Keith A Houck,�David J Dix,�Robert J Kavlock,�Thomas B Knudsen || 
Thomas B Knudsen, Keith A Houck, Nisha S Sipes, Amar V Singh, Richard S Judson, Matthew T Martin, Arthur Weissman, Nicole C Kleinstreuer, Holly M Mortensen, David M Reif, James R Rabinowitz, R Woodrow Setzer, Ann M Richard, David J Dix, Robert J Kavlock",Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays || Activity profiles of 309 ToxCast� chemicals evaluated across 292 biochemical targets
408,,23611293|21251949,Chem. Res. Toxicol. || Toxicology,2013 || 2011,26 || 282,6 || ,878-895 || 1-15,"Nisha S Sipes,�Matthew T Martin,�Parth Kothiya,�David M Reif,�Richard S Judson,�Ann M Richard,�Keith A Houck,�David J Dix,�Robert J Kavlock,�Thomas B Knudsen || 
Thomas B Knudsen, Keith A Houck, Nisha S Sipes, Amar V Singh, Richard S Judson, Matthew T Martin, Arthur Weissman, Nicole C Kleinstreuer, Holly M Mortensen, David M Reif, James R Rabinowitz, R Woodrow Setzer, Ann M Richard, David J Dix, Robert J Kavlock",Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays || Activity profiles of 309 ToxCast� chemicals evaluated across 292 biochemical targets
409,,23611293|21251949,Chem. Res. Toxicol. || Toxicology,2013 || 2011,26 || 282,6 || ,878-895 || 1-15,"Nisha S Sipes,�Matthew T Martin,�Parth Kothiya,�David M Reif,�Richard S Judson,�Ann M Richard,�Keith A Houck,�David J Dix,�Robert J Kavlock,�Thomas B Knudsen || 
Thomas B Knudsen, Keith A Houck, Nisha S Sipes, Amar V Singh, Richard S Judson, Matthew T Martin, Arthur Weissman, Nicole C Kleinstreuer, Holly M Mortensen, David M Reif, James R Rabinowitz, R Woodrow Setzer, Ann M Richard, David J Dix, Robert J Kavlock",Profiling 976 ToxCast chemicals across 331 enzymatic and receptor signaling assays || Activity profiles of 309 ToxCast� chemicals evaluated across 292 biochemical targets
410,,16680159|15090227,Nat. Chem. Biol. || Comparative Study,2006 || 2003,2 || 1,6 || 6,329-327 || 811-822,"Marnie L MacDonald,�Jane Lamerdin,�Stephen Owens,�Brigitte H Keon,�Graham K Bilter,�Zhidi Shang,�Zhengping Huang,�Helen Yu,�Jennifer Dias,�Tomoe Minami,�Stephen W Michnick,�John K Westwick || Helen Yu, Mary West, Brigitte H Keon, Graham K Bilter, Stephen Owens, Jane Lamerdin, John K Westwick",Identifying off-target effects and hidden phenotypes of drugs in human cells || Measuring drug action in the cellular context using protein-fragment complementation assays
411,,Odyssey Thera,,,,,,,
